col_0,col_1,col_2,col_3,y
-1.4142135623730951,-1.4142135623730951,-1.4142135623730951,-1.4142135623730951,1
-1.4142135623730951,-1.4142135623730951,-1.4142135623730951,-0.7071067811865476,2
-1.4142135623730951,-1.4142135623730951,-1.4142135623730951,0.0,2
-1.4142135623730951,-1.4142135623730951,-1.4142135623730951,0.7071067811865476,2
-1.4142135623730951,-1.4142135623730951,-1.4142135623730951,1.4142135623730951,2
-1.4142135623730951,-1.4142135623730951,-0.7071067811865476,-1.4142135623730951,2
-1.4142135623730951,-1.4142135623730951,-0.7071067811865476,-0.7071067811865476,2
-1.4142135623730951,-1.4142135623730951,-0.7071067811865476,0.0,2
-1.4142135623730951,-1.4142135623730951,-0.7071067811865476,0.7071067811865476,2
-1.4142135623730951,-1.4142135623730951,-0.7071067811865476,1.4142135623730951,2
-1.4142135623730951,-1.4142135623730951,0.0,-1.4142135623730951,2
-1.4142135623730951,-1.4142135623730951,0.0,-0.7071067811865476,2
-1.4142135623730951,-1.4142135623730951,0.0,0.0,2
-1.4142135623730951,-1.4142135623730951,0.0,0.7071067811865476,2
-1.4142135623730951,-1.4142135623730951,0.0,1.4142135623730951,2
-1.4142135623730951,-1.4142135623730951,0.7071067811865476,-1.4142135623730951,2
-1.4142135623730951,-1.4142135623730951,0.7071067811865476,-0.7071067811865476,2
-1.4142135623730951,-1.4142135623730951,0.7071067811865476,0.0,2
-1.4142135623730951,-1.4142135623730951,0.7071067811865476,0.7071067811865476,2
-1.4142135623730951,-1.4142135623730951,0.7071067811865476,1.4142135623730951,2
-1.4142135623730951,-1.4142135623730951,1.4142135623730951,-1.4142135623730951,2
-1.4142135623730951,-1.4142135623730951,1.4142135623730951,-0.7071067811865476,2
-1.4142135623730951,-1.4142135623730951,1.4142135623730951,0.0,2
-1.4142135623730951,-1.4142135623730951,1.4142135623730951,0.7071067811865476,2
-1.4142135623730951,-1.4142135623730951,1.4142135623730951,1.4142135623730951,2
-1.4142135623730951,-0.7071067811865476,-1.4142135623730951,-1.4142135623730951,3
-1.4142135623730951,-0.7071067811865476,-1.4142135623730951,-0.7071067811865476,1
-1.4142135623730951,-0.7071067811865476,-1.4142135623730951,0.0,2
-1.4142135623730951,-0.7071067811865476,-1.4142135623730951,0.7071067811865476,2
-1.4142135623730951,-0.7071067811865476,-1.4142135623730951,1.4142135623730951,2
-1.4142135623730951,-0.7071067811865476,-0.7071067811865476,-1.4142135623730951,1
-1.4142135623730951,-0.7071067811865476,-0.7071067811865476,-0.7071067811865476,2
-1.4142135623730951,-0.7071067811865476,-0.7071067811865476,0.0,2
-1.4142135623730951,-0.7071067811865476,-0.7071067811865476,0.7071067811865476,2
-1.4142135623730951,-0.7071067811865476,-0.7071067811865476,1.4142135623730951,2
-1.4142135623730951,-0.7071067811865476,0.0,-1.4142135623730951,2
-1.4142135623730951,-0.7071067811865476,0.0,-0.7071067811865476,2
-1.4142135623730951,-0.7071067811865476,0.0,0.0,2
-1.4142135623730951,-0.7071067811865476,0.0,0.7071067811865476,2
-1.4142135623730951,-0.7071067811865476,0.0,1.4142135623730951,2
-1.4142135623730951,-0.7071067811865476,0.7071067811865476,-1.4142135623730951,2
-1.4142135623730951,-0.7071067811865476,0.7071067811865476,-0.7071067811865476,2
-1.4142135623730951,-0.7071067811865476,0.7071067811865476,0.0,2
-1.4142135623730951,-0.7071067811865476,0.7071067811865476,0.7071067811865476,2
-1.4142135623730951,-0.7071067811865476,0.7071067811865476,1.4142135623730951,2
-1.4142135623730951,-0.7071067811865476,1.4142135623730951,-1.4142135623730951,2
-1.4142135623730951,-0.7071067811865476,1.4142135623730951,-0.7071067811865476,2
-1.4142135623730951,-0.7071067811865476,1.4142135623730951,0.0,2
-1.4142135623730951,-0.7071067811865476,1.4142135623730951,0.7071067811865476,2
-1.4142135623730951,-0.7071067811865476,1.4142135623730951,1.4142135623730951,2
-1.4142135623730951,1.1368683772161605e-17,-1.4142135623730951,-1.4142135623730951,3
-1.4142135623730951,1.1368683772161605e-17,-1.4142135623730951,-0.7071067811865476,3
-1.4142135623730951,1.1368683772161605e-17,-1.4142135623730951,0.0,1
-1.4142135623730951,1.1368683772161605e-17,-1.4142135623730951,0.7071067811865476,2
-1.4142135623730951,1.1368683772161605e-17,-1.4142135623730951,1.4142135623730951,2
-1.4142135623730951,1.1368683772161605e-17,-0.7071067811865476,-1.4142135623730951,3
-1.4142135623730951,1.1368683772161605e-17,-0.7071067811865476,-0.7071067811865476,2
-1.4142135623730951,1.1368683772161605e-17,-0.7071067811865476,0.0,2
-1.4142135623730951,1.1368683772161605e-17,-0.7071067811865476,0.7071067811865476,2
-1.4142135623730951,1.1368683772161605e-17,-0.7071067811865476,1.4142135623730951,2
-1.4142135623730951,1.1368683772161605e-17,0.0,-1.4142135623730951,1
-1.4142135623730951,1.1368683772161605e-17,0.0,-0.7071067811865476,2
-1.4142135623730951,1.1368683772161605e-17,0.0,0.0,2
-1.4142135623730951,1.1368683772161605e-17,0.0,0.7071067811865476,2
-1.4142135623730951,1.1368683772161605e-17,0.0,1.4142135623730951,2
-1.4142135623730951,1.1368683772161605e-17,0.7071067811865476,-1.4142135623730951,2
-1.4142135623730951,1.1368683772161605e-17,0.7071067811865476,-0.7071067811865476,2
-1.4142135623730951,1.1368683772161605e-17,0.7071067811865476,0.0,2
-1.4142135623730951,1.1368683772161605e-17,0.7071067811865476,0.7071067811865476,2
-1.4142135623730951,1.1368683772161605e-17,0.7071067811865476,1.4142135623730951,2
-1.4142135623730951,1.1368683772161605e-17,1.4142135623730951,-1.4142135623730951,2
-1.4142135623730951,1.1368683772161605e-17,1.4142135623730951,-0.7071067811865476,2
-1.4142135623730951,1.1368683772161605e-17,1.4142135623730951,0.0,2
-1.4142135623730951,1.1368683772161605e-17,1.4142135623730951,0.7071067811865476,2
-1.4142135623730951,1.1368683772161605e-17,1.4142135623730951,1.4142135623730951,2
-1.4142135623730951,0.7071067811865476,-1.4142135623730951,-1.4142135623730951,3
-1.4142135623730951,0.7071067811865476,-1.4142135623730951,-0.7071067811865476,3
-1.4142135623730951,0.7071067811865476,-1.4142135623730951,0.0,3
-1.4142135623730951,0.7071067811865476,-1.4142135623730951,0.7071067811865476,1
-1.4142135623730951,0.7071067811865476,-1.4142135623730951,1.4142135623730951,2
-1.4142135623730951,0.7071067811865476,-0.7071067811865476,-1.4142135623730951,3
-1.4142135623730951,0.7071067811865476,-0.7071067811865476,-0.7071067811865476,1
-1.4142135623730951,0.7071067811865476,-0.7071067811865476,0.0,2
-1.4142135623730951,0.7071067811865476,-0.7071067811865476,0.7071067811865476,2
-1.4142135623730951,0.7071067811865476,-0.7071067811865476,1.4142135623730951,2
-1.4142135623730951,0.7071067811865476,0.0,-1.4142135623730951,3
-1.4142135623730951,0.7071067811865476,0.0,-0.7071067811865476,2
-1.4142135623730951,0.7071067811865476,0.0,0.0,2
-1.4142135623730951,0.7071067811865476,0.0,0.7071067811865476,2
-1.4142135623730951,0.7071067811865476,0.0,1.4142135623730951,2
-1.4142135623730951,0.7071067811865476,0.7071067811865476,-1.4142135623730951,1
-1.4142135623730951,0.7071067811865476,0.7071067811865476,-0.7071067811865476,2
-1.4142135623730951,0.7071067811865476,0.7071067811865476,0.0,2
-1.4142135623730951,0.7071067811865476,0.7071067811865476,0.7071067811865476,2
-1.4142135623730951,0.7071067811865476,0.7071067811865476,1.4142135623730951,2
-1.4142135623730951,0.7071067811865476,1.4142135623730951,-1.4142135623730951,2
-1.4142135623730951,0.7071067811865476,1.4142135623730951,-0.7071067811865476,2
