0,1,2,3,4,5,6,y
0.11716431263555742,0.18679666867331587,0.008144300822341534,0.2708595329206304,0.12313473814693585,-1.0073706184398776,-0.40826475162791787,1
-0.013301970997203736,-0.019759927494975238,0.4423413889607589,-0.20148087939391895,0.17878306416792156,-1.8271871839025884,-0.9454196975714233,1
-0.21586804295333398,-0.38697165401638256,1.469797864852659,-0.7958613982395011,0.1893827453147758,-0.6816247179484598,-1.2119624927176336,1
-0.3703675893605513,-0.5017253185543226,1.0613946631383033,-0.7212813331372049,0.30067939735674487,-0.9814745008275892,-1.2526560492285062,1
0.41929675894300533,0.30155033321125585,1.4010141677218189,0.0335593257769579,0.785614809825326,-1.597529509288346,-0.4998252537773791,1
-0.1849681336718899,-0.29516872238603004,1.0441987388555956,-0.581161210823797,0.12313473814693585,-0.8431347146356271,-0.9454196975714233,1
-0.07853511281358493,-0.0809618819152098,0.39075361611263104,-0.18114086163874818,-0.017311037048882722,-0.07715481473530567,-0.4102994294534603,1
0.5875295983641973,0.661111815430134,0.16720660043740695,0.9262601050317288,0.5285725420141107,-1.130717915487883,0.9285185797542184,1
0.5222964565478173,0.5004566850770178,0.7389710828375003,0.5443197716290552,0.6345693534826533,-1.1791027668161063,0.2285894077672259,1
0.11716431263555742,0.19444691297584502,-0.05204143416714022,0.1601194362535839,-0.062359681923013006,0.575018463026801,-0.21700503602682011,1
-0.30513444754417074,-0.33341994389867713,0.37785667290060027,-0.4636411082383595,-0.1710064136782688,-1.350834915192335,-0.853859195421962,1
-0.3532009730930824,-0.440523364134088,0.7389710828375003,-0.4613811062655619,-0.17630625425169652,0.19543589697299407,-1.388979463539925,1
-0.3909675288815138,-0.40992238692397,0.21879437328553483,-0.3709810273536862,-0.2902528265803789,-0.3838193654071424,-1.1163326349170855,1
-0.4047008218954884,-0.4175726312264992,0.15430965722537138,-0.36420102143529526,-0.40154947862234913,-0.5228406283783753,-1.2119624927176336,1
-0.11286834534852203,-0.241617012268326,1.2247559438240456,-0.6602612798716885,0.17878306416792156,0.33104977604787267,-1.3014883170415523,1
-0.3188677405581453,-0.5858780058821446,2.0415623472527527,-1.1845817375605676,0.31127907850359915,1.0459189175028882,-1.3014883170415523,1
0.2647972125357874,0.11794446995055216,1.5041897134180793,-0.2625009326594353,0.658418636063075,-1.4312491751462832,-0.7622986932725008,1
-0.07510178956009127,-0.29516872238603004,1.9125929151324303,-0.9902215679000343,0.5312224623008251,-1.3167610762287976,-1.570065790013305,1
-0.754899793751848,-0.7847843577479064,-0.09503124487391428,-0.9427615264712998,-0.5737942972587304,0.274487203368401,-1.0308761662442554,1
